name|quantity|canDabHand|proficiency|focus|unlock|profession|commission|recipe|type|class|slot|equipBonus
[Menzo] Commissioned Abacus|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|2|"[[4.0, 'Perfect Marilith Hair'], [2.0, 'Unknown Godsteel'], [1.0, ""Fallen God's Ore""], [2.0, 'Druegarsteel Scrap']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Compass|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|2|"[[4.0, ""Fallen God's Ore""], [4.0, 'Druegarsteel Scrap'], [2.0, 'Unknown Godsteel'], [2.0, 'Mushroom Droplet']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Portal Frame|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|2|"[[20.0, 'Mushroom Lumber'], [6.0, 'Faerzress Rock'], [4.0, 'Calcified Webbing'], [2.0, 'Purified Darklake Water']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Silver Sealant|1|FALSE|1400|1400|Menzoberranzan Masterwork - Artificing|Artificing|2|"[[4.0, 'Purified Darklake Water'], [4.0, ""Marilith Charm""], [2.0, 'Druegarsteel Scrap'], [1.0, 'Mushroom Droplet'], [1.0, 'Luminescent Darklake Water']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Blight Slicers|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|2|"[[4.0, 'Mushroom Lumber'], [2.0, 'Druegarsteel Scrap'], [2.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Earth Mulchers|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|2|"[[6.0, 'Fungal Moss'], [4.0, 'Mushroom Lumber'], [2.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Shadow Cutters|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|2|"[[3.0, 'Unknown Godsteel'], [2.0, 'Hardened Mushroom'], [2.0, 'Purified Darklake Water'], [1.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Silvernotch Arrows|1|FALSE|1400|1400|Menzoberranzan Masterwork - Blacksmithing|Blacksmithing|2|"[[1.0, 'Calcified Webbing'], [4.0, 'Mushroom Lumber'], [2.0, ""Fallen God's Ore""], [1.0, 'Fungal Moss']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Light Lanterns|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|2|"[[4.0, 'Perfect Marilith Hair'], [1.0, ""Fallen God's Ore""], [2.0, 'Unknown Godsteel'], [2.0, 'Salt-Marsh Crystal (Menzo)']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Lightcatcher|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|2|"[[7.0, ""Fallen God's Ore""], [4.0, 'Salt-Marsh Crystal (Menzo)'], [4.0, 'Mushroom Droplet']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Shackles|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|2|"[[3.0, 'Unknown Godsteel'], [2.0, ""Umber Hulk Mandible""], [2.0, 'Spool of Marilithsilk'], [1.0, 'Druegarsteel Scrap']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Writing Needle|1|FALSE|1400|1400|Menzoberranzan Masterwork - Jewelcrafting|Jewelcrafting|2|"[[4.0, 'Perfect Marilith Hair'], [1.0, ""Fallen God's Ore""], [2.0, 'Unknown Godsteel']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Mounted Spider|1|FALSE|1400|1400|Menzoberranzan Masterwork - Leatherworking|Leatherworking|2|"[[12.0, 'Lacquered Goristro Leather'], [6.0, 'Drider Leg'], [2.0, 'Mushroom Lumber'], [4.0, 'Calcified Webbing']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Silvervein Bridle|1|FALSE|1400|1400|Menzoberranzan Masterwork - Leatherworking|Leatherworking|2|"[[6.0, 'Lacquered Goristro Leather'], [3.0, 'Drider Leg'], [2.0, 'Dryad Hair'], [2.0, 'Underdark Fiber']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Trap Cover|1|FALSE|1400|1400|Menzoberranzan Masterwork - Leatherworking|Leatherworking|2|"[[4.0, 'Lacquered Goristro Leather'], [2.0, 'Dryad Hair'], [2.0, 'Drider Leg'], [2.0, ""Marilith Charm""], [1.0, 'Underdark Fiber']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Wet Boots|1|FALSE|1400|1400|Menzoberranzan Masterwork - Leatherworking|Leatherworking|2|"[[4.0, 'Lacquered Goristro Leather'], [2.0, 'Shroomsap Spores'], [2.0, 'Drider Leg'], [2.0, 'Abyssal Crystal']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Fey'd Fabric Rolls|1|FALSE|1400|1400|Menzoberranzan Masterwork - Tailoring|Tailoring|2|"[[25.0, 'Lacquered Mushroom'], [5.0, 'Underdark Fiber'], [4.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Padded Jacket|1|FALSE|1400|1400|Menzoberranzan Masterwork - Tailoring|Tailoring|2|"[[8.0, 'Underdark Fiber'], [4.0, 'Goristro Hide'], [4.0, 'Unknown Godsteel'], [2.0, 'Drider Leg']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Sleeping Roll|1|FALSE|1400|1400|Menzoberranzan Masterwork - Tailoring|Tailoring|2|"[[6.0, 'Dryad Hair'], [4.0, 'Faerzress Rock'], [4.0, 'Underdark Fiber'], [2.0, 'Lolthbead']]"|Commission Item|N/A|N/A|-
[Menzo] Commissioned Tent Panels|1|FALSE|1400|1400|Menzoberranzan Masterwork - Tailoring|Tailoring|2|"[[12.0, 'Lacquered Mushroom'], [4.0, 'Spool of Marilithsilk'], [4.0, ""Marilith Charm""], [2.0, 'Menzoberranzan Faerzress Crystal']]"|Commission Item|N/A|N/A|-
